model,series_id,total_cost,holding_cost,stockout_cost,ordering_cost,fill_rate,cycle_service_level,stockout_rate,average_on_hand,total_demand
point_gbdt_safety,FOODS_1_008_CA_1,1132.4977128914054,1132.4977128914054,0.0,0.0,1.0,1.0,0.0,14.51920144732571,25.0
point_gbdt_safety,FOODS_1_010_CA_3,1021.3786811965062,1009.3454146582845,12.033266538221667,0.0,0.9453033339171742,0.9615384615384616,0.038461538461538464,12.940325828952366,44.0
point_gbdt_safety,FOODS_1_010_WI_3,1269.6338216058098,1269.6338216058098,0.0,0.0,1.0,1.0,0.0,16.27735668725397,55.0
point_gbdt_safety,FOODS_1_013_WI_1,1340.5535705239956,1339.022747813783,1.5308227102124405,0.0,0.9975506836636601,0.9871794871794872,0.01282051282051282,17.166958305304913,125.0
point_gbdt_safety,FOODS_1_014_WI_3,1168.4186641703095,1102.9038168230984,65.51484734721117,0.0,0.8493911555236525,0.9358974358974359,0.0641025641025641,14.139792523373057,87.0
point_gbdt_safety,FOODS_1_022_WI_3,1256.8178506861675,1256.8178506861675,0.0,0.0,1.0,1.0,0.0,16.113049367771378,1.0
point_gbdt_safety,FOODS_1_024_TX_1,1135.2528069063937,1135.2528069063937,0.0,0.0,1.0,1.0,0.0,14.554523165466586,53.0
point_gbdt_safety,FOODS_1_025_TX_1,1116.5741480946654,1116.5741480946654,0.0,0.0,1.0,1.0,0.0,14.315053180700838,44.0
point_gbdt_safety,FOODS_1_025_WI_1,1483.3603591006954,1483.3603591006954,0.0,0.0,1.0,1.0,0.0,19.017440501290967,33.0
point_gbdt_safety,FOODS_1_032_CA_2,1890.6460044528071,1406.1839809427718,484.46202351003524,0.0,0.7443472171451002,0.717948717948718,0.28205128205128205,18.02799975567656,379.0
point_gbdt_safety,FOODS_1_040_TX_1,1129.6463465266618,1097.8390645172767,31.807282009385034,0.0,0.8448425267834876,0.9230769230769231,0.07692307692307693,14.074859801503548,41.0
point_gbdt_safety,FOODS_1_043_CA_3,9865.60748292915,9865.60748292915,0.0,0.0,1.0,1.0,0.0,126.48214721704039,42.0
point_gbdt_safety,FOODS_1_045_CA_3,1732.953207828664,1732.953207828664,0.0,0.0,1.0,1.0,0.0,22.217348818316207,133.0
point_gbdt_safety,FOODS_1_045_WI_2,1191.090638928915,1160.5724664449408,30.518172483974304,0.0,0.943484865770418,0.9487179487179487,0.05128205128205128,14.879134185191548,108.0
point_gbdt_safety,FOODS_1_046_WI_3,1872.4989488983128,1606.82818838452,265.6707605137928,0.0,0.8032068440638571,0.7435897435897436,0.2564102564102564,20.600361389545128,270.0
point_gbdt_safety,FOODS_1_047_TX_2,1236.7093263063396,1236.7093263063396,0.0,0.0,1.0,1.0,0.0,15.855247773158199,62.0
point_gbdt_safety,FOODS_1_054_CA_1,1153.8404119531422,934.8019065672922,219.0385053858499,0.0,0.6730768576330598,0.8076923076923077,0.19230769230769232,11.984639827785799,134.0
point_gbdt_safety,FOODS_1_054_TX_3,1123.839388399136,1123.839388399136,0.0,0.0,1.0,1.0,0.0,14.40819728716841,35.0
point_gbdt_safety,FOODS_1_055_WI_2,1479.0232741036812,1376.696119516206,102.32715458747528,0.0,0.8495188903125364,0.9102564102564102,0.08974358974358974,17.64995025020777,136.0
point_gbdt_safety,FOODS_1_056_WI_1,1548.4764606741426,1548.4764606741426,0.0,0.0,1.0,1.0,0.0,19.85226231633516,1.0
point_gbdt_safety,FOODS_1_057_CA_2,1808.0104747616056,1808.0104747616056,0.0,0.0,1.0,1.0,0.0,23.179621471302635,3.0
